file,synopsis,genres,amazon_rating,global_ratings,error,imdb-rating-badge,runtime-badge,release-year-badge,x-ray-badge,hdr-badge,uhd-badge,rating-badge,link
5601_Day_of_Reckoning.html,"For 24 hours demons rise to purge the population. One family battles to save themselves and seal the breach. Who will survive the ""Day Of Reckoning""?","Science Fiction,Action",Rated 3.3 out of 5 stars by 59 Amazon customers.,59,1,IMDb 3.4,1 h 25 min,2017.0,X-Ray,,,16+,/gp/video/detail/B088J494B9/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0
5602_The_Starving_Games.html,"In this Hunger Games spoof, Kantmiss Evershot must fight for her life in the 75th annual Starving Games, where she could also win an old ham, a coupon for a foot-long sub, and a partially eaten pickle.","Comedy,Science Fiction",Rated 3.2 out of 5 stars by 631 Amazon customers.,631,1,IMDb 3.2,1 h 22 min,2013.0,X-Ray,,,PG-13,/gp/video/detail/B091DGBP79/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0
5603_Triggerman.html,"A legendary poker playing outlaw, Triggerman, arrives to town for the wildest gambling tournament on this side of the west.","Comedy,Western",Rated 3.8 out of 5 stars by 203 Amazon customers.,203,1,IMDb 5.5,1 h 37 min,2011.0,X-Ray,,,PG,/gp/video/detail/B004FF82DS/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0
5604_The_Foot_Fist_Way.html,"After discovering his wife's infidelity, a bombastic but hopelessly inept martial artist sets out on a quest to meet his idol.",Comedy,Rated 3.9 out of 5 stars by 597 Amazon customers.,597,1,IMDb 6.2,1 h 23 min,2008.0,X-Ray,,,R,/gp/video/detail/B001M0DMHU/ref=atv_dp_atf_prime_sd_mv_play_t1A3EAAAAAdwr0?autoplay=1&t=0
5605_Despite_The_Falling_Snow.html,"Moscow 1959: Katya is young, beautiful, and a spy for the Americans. When she begins spying on Alexander, an idealistic Communist politician, the last thing she expects is to fall in love with him. Her choice between love and duty leads to a nail-biting conclusion. Based on Shamim Sarif's highly acclaimed novel.","Suspense,Drama",Rated 3.8 out of 5 stars by 308 Amazon customers.,308,1,IMDb 5.8,1 h 33 min,2017.0,X-Ray,,,PG-13,/gp/video/detail/B07VYL4MVL/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0
5606_I_Spit_on_Your_Grave.html,"This remake of the 1978 cult classic of the same name tells the tale of a woman who is brutally raped and assaulted by four men, survives, and takes the law into her own hands by seeking revenge against her attackers.","Suspense,Horror",Rated 4.3 out of 5 stars by 3557 Amazon customers.,"3,557",1,IMDb 6.2,1 h 45 min,2010.0,X-Ray,,,R,/gp/video/detail/B07WTMVNGM/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0
5607_The_Ultimate_Gift.html,"A deceased billionaire leaves his spoiled adult grandson a series of odd tasks to perform in order to receive ""the ultimate gift,"" with the resentful grandson having no idea what that might be.","Drama,Young Adult Audience",Rated 4.8 out of 5 stars by 4017 Amazon customers.,"4,017",1,IMDb 7.3,1 h 57 min,2007.0,X-Ray,,,PG,/gp/video/detail/B079RY4NYD/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0
5609_Girls_Just_Want_to_Have_Fun.html,"Sarah Jessica Parker, Helen Hunt and Shannen Doherty star in the outrageous '80s comedy hit that's totally packed with outrageous '80s fashions, music, dance moves, and more!","Comedy,Romance",Rated 4.7 out of 5 stars by 1845 Amazon customers.,"1,845",1,IMDb 5.9,1 h 27 min,1985.0,X-Ray,,,13+,/gp/video/detail/B07PF257N7/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0
5610_Pennywise_The_Story_of_IT.html,"This in-depth look at the 1990 mini-series based on Stephen King's iconic novel features interviews with many of the cult classic's key players, including director Tommy Lee Wallace and cast members Seth Green, Richard Thomas, and Tim Curry, who portrayed the notorious monster clown, Pennywise.","Horror,Documentary,International",Rated 4.6 out of 5 stars by 522 Amazon customers.,522,1,IMDb 7.5,2 h 6 min,2022.0,X-Ray,,,16+,/gp/video/detail/B0B5PJBPZX/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0
5612_The_Brady_Bunch_Movie.html,"Everyone's favorite 1970s family are back, but this time they're in the 1990s. The lovable Bradys look for a solution to keep their house before it is sold to their scheming neighbor. When Carol and Mike come up short, the Brady kids come to the rescue.",Comedy,Rated 4.5 out of 5 stars by 1735 Amazon customers.,"1,735",1,IMDb 6.2,1 h 28 min,1995.0,X-Ray,,,PG-13,/gp/video/detail/B00AAMEY0U/ref=atv_dp_atf_prime_sd_mv_play_t1A3EAAAAAdwr0?autoplay=1&t=0
