Movie Title,decade,id
Let the Right One In,2000s,tt1139797
A Beautiful Mind,2000s,tt0268978
Munich,2000s,tt0408306
Up,2000s,tt1049413
Memento,2000s,tt0209144
The Lord of the Rings: The Two Towers,2000s,tt0167261
The Prestige,2000s,tt0482571
WALL·E,2000s,tt0910970
Requiem for a Dream,2000s,tt0180093
Into the Wild,2000s,tt0758758
The Pianist,2000s,tt0253474
Inglourious Basterds,2000s,tt0361748
The Lord of the Rings: The Fellowship of the Ring,2000s,tt0120737
Lost in Translation,2000s,tt0335266
The Hurt Locker,2000s,tt0887912
Eternal Sunshine of the Spotless Mind,2000s,tt0338013
"Crouching Tiger, Hidden Dragon",2000s,tt0190332
American Psycho,2000s,tt0144084
Kill Bill: Vol. 1,2000s,tt0266697
Road to Perdition,2000s,tt0257044
Walk the Line,2000s,tt0358273
The Last Samurai,2000s,tt0325710
Million Dollar Baby,2000s,tt0405159
"O Brother, Where Art Thou?",2000s,tt0190590
Downfall,2000s,tt0363163
Black Hawk Down,2000s,tt0265086
Hotel Rwanda,2000s,tt0395169
The Curious Case of Benjamin Button,2000s,tt0421715
Eastern Promises,2000s,tt0765443
Little Miss Sunshine,2000s,tt0449059
The Incredibles,2000s,tt0317705
American Gangster,2000s,tt0765429
Gran Torino,2000s,tt1205489
Zombieland,2000s,tt1156398
The Wrestler,2000s,tt1125849
Big Fish,2000s,tt0319061
Crazy Heart,2000s,tt1263670
Doubt,2000s,tt0918927
28 Days Later,2000s,tt0289043
Thank You for Smoking,2000s,tt0427944
The Assassination of Jesse James by the Coward Robert Ford,2000s,tt0443680
The Bourne Identity,2000s,tt0258463
Taken,2000s,tt0936501
Snatch,2000s,tt0208092
Casino Royale,2000s,tt0381061
The Bourne Ultimatum,2000s,tt0440963
Almost Famous,2000s,tt0181875
Letters from Iwo Jima,2000s,tt0498380
Gangs of New York,2000s,tt0217505
Children of Men,2000s,tt0206634
The Pursuit of Happyness,2000s,tt0454921
Tears of the Sun,2000s,tt0314353
Avatar,2000s,tt0499549
Collateral,2000s,tt0369339
Batman Begins,2000s,tt0372784
Kill Bill: Vol. 2,2000s,tt0378194
The Aviator,2000s,tt0338751
Saw,2000s,tt0387564
Kung Fu Panda,2000s,tt0441773
Ocean's Eleven,2000s,tt0240772
Superbad,2000s,tt0829482
Man on Fire,2000s,tt0328107
Minority Report,2000s,tt0181689
Seven Pounds,2000s,tt0814314
Traffic,2000s,tt0181865
United 93,2000s,tt0475276
The Bourne Supremacy,2000s,tt0372183
"Monsters, Inc.",2000s,tt0198781
Shrek,2000s,tt0126029
The Boy in the Striped Pajamas,2000s,tt0914798
Catch Me If You Can,2000s,tt0264464
Iron Man,2000s,tt0371746
Cloudy with a Chance of Meatballs,2000s,tt0844471
Training Day,2000s,tt0139654
Sunshine,2000s,tt0448134
21 Grams,2000s,tt0315733
3:10 to Yuma,2000s,tt0381849
District 9,2000s,tt1136608
The Others,2000s,tt0230600
Anchorman: The Legend of Ron Burgundy,2000s,tt0357413
In Bruges,2000s,tt0780536
Crash,2000s,tt0375679
Shaun of the Dead,2000s,tt0365748
Prisoners,2010s,tt1392214
The Best Offer,2010s,tt1924396
Gone Girl,2010s,tt2267998
Skyfall,2010s,tt1074638
Inception,2010s,tt1375666
Incendies,2010s,tt1255953
The Dark Knight Rises,2010s,tt1345836
The Accountant,2010s,tt2140479
You Don't Know Jack,2010s,tt1132623
The Girl with the Dragon Tattoo,2010s,tt1568346
Sherlock Holmes: A Game of Shadows,2010s,tt1515091
Man of Steel,2010s,tt0770828
Inside Job,2010s,tt1645089
Mad Max: Fury Road,2010s,tt1392190
Shutter Island,2010s,tt1130884
Out of the Furnace,2010s,tt1206543
Drive,2010s,tt0780504
The Drop,2010s,tt1600196
Chronicle,2010s,tt1706593
Nightcrawler,2010s,tt2872718
The Imposter,2010s,tt1966604
Foxcatcher,2010s,tt1100089
Lawless,2010s,tt1212450
Lincoln,2010s,tt0443272
Life of Pi,2010s,tt0454876
Warrior,2010s,tt1291584
Where Do We Go Now?,2010s,tt1772424
The Man from Nowhere,2010s,tt1527788
The Town,2010s,tt0840361
Argo,2010s,tt1024648
Rush,2010s,tt1979320
Super 8,2010s,tt1650062
Killer Joe,2010s,tt1726669
Salt,2010s,tt0944835
Headhunters,2010s,tt1614989
Rise of the Planet of the Apes,2010s,tt1318514
Rogue One: A Star Wars Story,2010s,tt3748528
The Great Gatsby,2010s,tt1343092
Bohemian Rhapsody,2010s,tt1727824
Unknown,2010s,tt1401152
Edge of Darkness,2010s,tt1226273
The American,2010s,tt1440728
The Big Short,2010s,tt1596363
Senna,2010s,tt1424432
Side Effects,2010s,tt2053463
Tinker Tailor Soldier Spy,2010s,tt1340800
The Ghost Writer,2010s,tt1139328
The Next Three Days,2010s,tt1458175
Fury,2010s,tt2713180
The Intouchables,2010s,tt1675434
A Most Wanted Man,2010s,tt1972571
The Theory of Everything,2010s,tt2980516
Child 44,2010s,tt1014763
Real Steel,2010s,tt0433035
Mission: Impossible - Ghost Protocol,2010s,tt1229238
She's Out of My League,2010s,tt0815236
The Social Network,2010s,tt1285016
Black Mass,2010s,tt1355683
Fair Game,2010s,tt0977855
Dawn of the Planet of the Apes,2010s,tt2103281
21 Jump Street,2010s,tt1232829
The Magnificent Seven,2010s,tt2404435
The Adventures of Tintin,2010s,tt0983193
RED,2010s,tt1245526
Toy Story 3,2010s,tt0435761
Winter's Bone,2010s,tt1399683
The Martian,2010s,tt3659388
Whiplash,2010s,tt2582802
Star Wars: Episode VII - The Force Awakens,2010s,tt2488496
Trumbo,2010s,tt3203606
The Iceman,2010s,tt1491044
Very Big Shot,2010s,tt4971824
Dallas Buyers Club,2010s,tt0790636
The Man from U.N.C.L.E.,2010s,tt1638355
Margin Call,2010s,tt1615147
Kingsman: The Secret Service,2010s,tt2802144
The Descendants,2010s,tt1033575
50/50,2010s,tt1306980
The Reluctant Fundamentalist,2010s,tt2032557
Marley,2010s,tt1183919
Deepwater Horizon,2010s,tt1860357
How to Train Your Dragon,2010s,tt0892769
Big Hero 6,2010s,tt2245084
Sully,2010s,tt3263904
Enemy,2010s,tt2316411
12 Years a Slave,2010s,tt2024544
The King's Speech,2010s,tt1504320
The Place Beyond the Pines,2010s,tt1817273
Sinister,2010s,tt1922777
About Time,2010s,tt2194499
Hanna,2010s,tt0993842
Thor,2010s,tt0800369
"Crazy, Stupid, Love.",2010s,tt1570728
Captain Phillips,2010s,tt1535109
Anonymous,2010s,tt1521197
Gravity,2010s,tt1454468
Rust and Bone,2010s,tt2053425
Django Unchained,2010s,tt1853728
Remember Me,2010s,tt1403981
Prometheus,2010s,tt1446714
The Social Dilemma,2020s,tt11464826
David Attenborough: A Life on Our Planet,2020s,tt11989890
Zack Snyder's Justice League,2020s,tt12361974
Nobody,2020s,tt7888964
Wrath of Man,2020s,tt11083552
Soul,2020s,tt2948372
Dune,2020s,tt1160419
No Time to Die,2020s,tt2382320
Schumacher,2020s,tt10322274
The Trial of the Chicago 7,2020s,tt1070874
Spider-Man: No Way Home,2020s,tt10872600
The King's Man,2020s,tt6856242
House of Gucci,2020s,tt11214590
Nightmare Alley,2020s,tt7740496
The Batman,2020s,tt1877830
My Octopus Teacher,2020s,tt12888462
Top Gun: Maverick,2020s,tt1745960
The Outfit,2020s,tt14114802
Rebecca,2020s,tt2235695
1917,2020s,tt8579674
The Last Duel,2020s,tt4244994
King Richard,2020s,tt9620288
The Redeem Team,2020s,tt21837726
Guillermo del Toro's Pinocchio,2020s,tt1488589
The Pale Blue Eye,2020s,tt14138650
A Quiet Place Part II,2020s,tt8332922
Don't Look Up,2020s,tt11286314
John Wick: Chapter 4,2020s,tt10366206
A Man Called Otto,2020s,tt7405458
Air,2020s,tt16419074
Indiana Jones and the Dial of Destiny,2020s,tt1462764
Mission: Impossible - Dead Reckoning Part One,2020s,tt9603212
Jerry and Marge Go Large,2020s,tt8323668
Killers of the Flower Moon,2020s,tt5537002
See How They Run,2020s,tt13640696
Violent Night,2020s,tt12003946
Reptile,2020s,tt13274016
Gran Turismo,2020s,tt4495098
Dune: Part Two,2020s,tt15239678
