g-spine,g-img,g-title,g-director,g-country,g-year,link
,,Eclipse Series 6: Carlos Saura’s Flamenco Trilogy,,,,https://www.criterion.com/boxsets/502-eclipse-series-6-carlos-saura-s-flamenco-trilogy
1030,,Scorsese Shorts,Martin Scorsese,"United States,",,https://www.criterion.com/films/30616-scorsese-shorts
369,,Paul Robeson: Portraits of the Artist,,,,https://www.criterion.com/boxsets/443-paul-robeson-portraits-of-the-artist
,,Eclipse Series 13: Kenji Mizoguchi’s Fallen Women,,,,https://www.criterion.com/boxsets/571-eclipse-series-13-kenji-mizoguchi-s-fallen-women
,,Grey Gardens / The Beales of Grey Gardens,,,,https://www.criterion.com/boxsets/591-grey-gardens-the-beales-of-grey-gardens
,,America Lost and Found: The BBS Story,,,,https://www.criterion.com/boxsets/769-america-lost-and-found-the-bbs-story
1163,,Michael Haneke: Trilogy,,,,https://www.criterion.com/boxsets/6323-michael-haneke-trilogy
1159,,The Infernal Affairs Trilogy,,,,https://www.criterion.com/boxsets/6276-the-infernal-affairs-trilogy
1217,,Three Revolutionary Films by Ousmane Sembène,,,,https://www.criterion.com/boxsets/7304-three-revolutionary-films-by-ousmane-sembene
282,,Andrzej Wajda: Three War Films,,,,https://www.criterion.com/boxsets/528-andrzej-wajda-three-war-films
729,,The Complete Jacques Tati,,,,https://www.criterion.com/boxsets/1069-the-complete-jacques-tati
,,Eclipse Series 39: Early Fassbinder,,,,https://www.criterion.com/boxsets/978-eclipse-series-39-early-fassbinder
856,,The Before Trilogy,,,,https://www.criterion.com/boxsets/1237-the-before-trilogy
,,Eclipse Series 28: The Warped World of Koreyoshi Kurahara,,,,https://www.criterion.com/boxsets/825-eclipse-series-28-the-warped-world-of-koreyoshi-kurahara
208,,A Film Trilogy by Ingmar Bergman,,,,https://www.criterion.com/boxsets/89-a-film-trilogy-by-ingmar-bergman
528,,3 Silent Classics by Josef von Sternberg,,,,https://www.criterion.com/boxsets/744-3-silent-classics-by-josef-von-sternberg
1189,,Bo Widerberg’s New Swedish Cinema,,,,https://www.criterion.com/boxsets/6737-bo-widerberg-s-new-swedish-cinema
655,,Pierre Etaix,,,,https://www.criterion.com/boxsets/947-pierre-etaix
,,Three Films by Luis Buñuel,,,,https://www.criterion.com/boxsets/3900-three-films-by-luis-bunuel
,,Eclipse Series 24: The Actuality Dramas of Allan King,,,,https://www.criterion.com/boxsets/752-eclipse-series-24-the-actuality-dramas-of-allan-king
808,,The Kennedy Films of Robert Drew & Associates,Robert Drew,"United States,",,https://www.criterion.com/films/28907-the-kennedy-films-of-robert-drew-associates
,,Police Story/Police Story 2,,,,https://www.criterion.com/boxsets/1554-police-story-police-story-2
203,,The BRD Trilogy,,,,https://www.criterion.com/boxsets/138-the-brd-trilogy
,,Eclipse Series 5: The First Films of Samuel Fuller,,,,https://www.criterion.com/boxsets/499-eclipse-series-5-the-first-films-of-samuel-fuller
1206,,Eric Rohmer’s Tales of the Four Seasons,,,,https://www.criterion.com/boxsets/7154-eric-rohmer-s-tales-of-the-four-seasons
66,,The Orphic Trilogy,,,,https://www.criterion.com/boxsets/155-the-orphic-trilogy
,,Eclipse Series 25: Basil Dearden’s London Underground,,,,https://www.criterion.com/boxsets/776-eclipse-series-25-basil-dearden-s-london-underground
1000,,"Godzilla: The Showa-Era Films, 1954–1975",,,,https://www.criterion.com/boxsets/2648-godzilla-the-showa-era-films-1954-1975
,,Eclipse Series 33: Up All Night with Robert Downey Sr.,,,,https://www.criterion.com/boxsets/887-eclipse-series-33-up-all-night-with-robert-downey-sr
518,,"By Brakhage: An Anthology, Volumes One and Two",,,,https://www.criterion.com/boxsets/722-by-brakhage-an-anthology-volumes-one-and-two
841,,Lone Wolf and Cub,,,,https://www.criterion.com/boxsets/1217-lone-wolf-and-cub
578,,The Complete Jean Vigo,,,,https://www.criterion.com/boxsets/819-the-complete-jean-vigo
713,,The Essential Jacques Demy,,,,https://www.criterion.com/boxsets/1055-the-essential-jacques-demy
167,,The Complete Monterey Pop Festival,,,,https://www.criterion.com/boxsets/326-the-complete-monterey-pop-festival
1194,,Freaks / The Unknown / The Mystic: Tod Browning’s Sideshow Shockers,,,,https://www.criterion.com/boxsets/6911-freaks-the-unknown-the-mystic-tod-browning-s-sideshow-shockers
,,"Gates of Heaven/Vernon, Florida",,,,https://www.criterion.com/boxsets/1097-gates-of-heaven-vernon-florida
342,,Six Moral Tales,,,,https://www.criterion.com/boxsets/417-six-moral-tales
232,,A Story of Floating Weeds / Floating Weeds: Two Films by Yasujiro Ozu,,,,https://www.criterion.com/boxsets/369-a-story-of-floating-weeds-floating-weeds-two-films-by-yasujiro-ozu
881,,The Marseille Trilogy,,,,https://www.criterion.com/boxsets/1264-the-marseille-trilogy
,,Eclipse Series 17: Nikkatsu Noir,,,,https://www.criterion.com/boxsets/655-eclipse-series-17-nikkatsu-noir
,,Eclipse Series 16: Alexander Korda’s Private Lives,,,,https://www.criterion.com/boxsets/618-eclipse-series-16-alexander-korda-s-private-lives
1203,,"Chantal Akerman Masterpieces, 1968–1978",,,,https://www.criterion.com/boxsets/7045-chantal-akerman-masterpieces-1968-1978
1082,,The Signifyin’ Works of Marlon Riggs,,,,https://www.criterion.com/boxsets/4431-the-signifyin-works-of-marlon-riggs
508,,Letters from Fontainhas: Three Films by Pedro Costa,,,,https://www.criterion.com/boxsets/704-letters-from-fontainhas-three-films-by-pedro-costa
,,Eclipse Series 45: Claude Autant-Lara—Four Romantic Escapes from Occupied France,,,,https://www.criterion.com/boxsets/1295-eclipse-series-45-claude-autant-lara-four-romantic-escapes-from-occupied-france
1103,,Once Upon a Time in China: The Complete Films,,,,https://www.criterion.com/boxsets/5026-once-upon-a-time-in-china-the-complete-films
1177,,Small Axe,,,,https://www.criterion.com/boxsets/6517-small-axe
,,Eclipse Series 36: Three Wicked Melodramas from Gainsborough Pictures,,,,https://www.criterion.com/boxsets/921-eclipse-series-36-three-wicked-melodramas-from-gainsborough-pictures
360,,Symbiopsychotaxiplasm: Two Takes by William Greaves,William Greaves,"United States,",,https://www.criterion.com/films/751-symbiopsychotaxiplasm-two-takes-by-william-greaves
,,Eclipse Series 18: Dušan Makavejev—Free Radical,,,,https://www.criterion.com/boxsets/668-eclipse-series-18-dusan-makavejev-free-radical
,,Eclipse Series 41: Kinoshita and World War II,,,,https://www.criterion.com/boxsets/1083-eclipse-series-41-kinoshita-and-world-war-ii
,,The Complete Lady Snowblood,,,,https://www.criterion.com/boxsets/1154-the-complete-lady-snowblood
495,,The Golden Age of Television,,"United States,",,https://www.criterion.com/films/3560-the-golden-age-of-television
1186,,The Ranown Westerns: Five Films Directed by Budd Boetticher,,,,https://www.criterion.com/boxsets/6702-the-ranown-westerns-five-films-directed-by-budd-boetticher
,,Eclipse Series 29: Aki Kaurismäki’s Leningrad Cowboys,,,,https://www.criterion.com/boxsets/835-eclipse-series-29-aki-kaurismaki-s-leningrad-cowboys
,,The Koker Trilogy,,,,https://www.criterion.com/boxsets/2363-the-koker-trilogy
,,Eclipse Series 44: Julien Duvivier in the Thirties,,,,https://www.criterion.com/boxsets/1136-eclipse-series-44-julien-duvivier-in-the-thirties
468,,Science Is Fiction: 23 Films by Jean Painlevé,Jean Painlevé,"France,",,https://www.criterion.com/films/1286-science-is-fiction-23-films-by-jean-painleve
,,Rebel Samurai: Sixties Swordplay Classics,,,,https://www.criterion.com/boxsets/382-rebel-samurai-sixties-swordplay-classics
418,,4 by Agnès Varda,,,,https://www.criterion.com/boxsets/8-4-by-agnes-varda
639,,The Qatsi Trilogy,,,,https://www.criterion.com/boxsets/934-the-qatsi-trilogy
,,Eclipse Series 3: Late Ozu,,,,https://www.criterion.com/boxsets/427-eclipse-series-3-late-ozu
607,,A Hollis Frampton Odyssey,Hollis Frampton,"United States,",,https://www.criterion.com/films/27945-a-hollis-frampton-odyssey
364,,Monsters and Madmen,,,,https://www.criterion.com/boxsets/434-monsters-and-madmen
,,"A Whit Stillman Trilogy: Metropolitan, Barcelona, The Last Days of Disco",,,,https://www.criterion.com/boxsets/1179-a-whit-stillman-trilogy-i-metropolitan-barcelona-the-last-days-of-disco-i
517,,"By Brakhage: An Anthology, Volume Two",Stan Brakhage,"United States,",,https://www.criterion.com/films/23953-by-brakhage-an-anthology-volume-two
,,Eclipse Series 9: The Delirious Fictions of William Klein,,,,https://www.criterion.com/boxsets/521-eclipse-series-9-the-delirious-fictions-of-william-klein
1200,,The Red Balloon and Other Stories: Five Films by Albert Lamorisse,,,,https://www.criterion.com/boxsets/6993-the-red-balloon-and-other-stories-five-films-by-albert-lamorisse
,,Eclipse Series 10: Silent Ozu—Three Family Comedies,,,,https://www.criterion.com/boxsets/532-eclipse-series-10-silent-ozu-three-family-comedies
,,Eclipse Series 35: Maidstone and Other Films by Norman Mailer,,,,https://www.criterion.com/boxsets/907-eclipse-series-35-i-maidstone-i-and-other-films-by-norman-mailer
,,Streetwise/Tiny: The Life of Erin Blackwell,,,,https://www.criterion.com/boxsets/4430-streetwise-tiny-the-life-of-erin-blackwell
,,Eclipse Series 30: Sabu!,,,,https://www.criterion.com/boxsets/847-eclipse-series-30-sabu
1207,,The Heroic Trio / Executioners,,,,https://www.criterion.com/boxsets/7155-the-heroic-trio-executioners
,,Eclipse Series 19: Chantal Akerman in the Seventies,,,,https://www.criterion.com/boxsets/691-eclipse-series-19-chantal-akerman-in-the-seventies
,,World of Wong Kar Wai,,,,https://www.criterion.com/boxsets/4117-world-of-wong-kar-wai
631,,Trilogy of Life,,,,https://www.criterion.com/boxsets/916-trilogy-of-life
387,,La Jetée/Sans Soleil,,,,https://www.criterion.com/boxsets/77-la-jetee-sans-soleil
,,Eclipse Series 43: Agnès Varda in California,,,,https://www.criterion.com/boxsets/1124-eclipse-series-43-agnes-varda-in-california
,,Eclipse Series 1: Early Bergman,,,,https://www.criterion.com/boxsets/232-eclipse-series-1-early-bergman
,,Eclipse Series 12: Aki Kaurismäki’s Proletariat Trilogy,,,,https://www.criterion.com/boxsets/564-eclipse-series-12-aki-kaurismaki-s-proletariat-trilogy
672,,3 Films by Roberto Rossellini Starring Ingrid Bergman,,,,https://www.criterion.com/boxsets/982-3-films-by-roberto-rossellini-starring-ingrid-bergman
500,,Roberto Rossellini’s War Trilogy,,,,https://www.criterion.com/boxsets/689-roberto-rossellini-s-war-trilogy
,,Eclipse Series 20: George Bernard Shaw on Film,,,,https://www.criterion.com/boxsets/696-eclipse-series-20-george-bernard-shaw-on-film
327,,3 Films by Louis Malle,,,,https://www.criterion.com/boxsets/397-3-films-by-louis-malle
900,,100 Years of Olympic Films: 1912–2012,,,,https://www.criterion.com/films/29360-100-years-of-olympic-films-1912-2012
179,,I Am Curious,,,,https://www.criterion.com/boxsets/338-i-am-curious
782,,The Apu Trilogy,,,,https://www.criterion.com/boxsets/1145-the-apu-trilogy
,,Eclipse Series 11: Larisa Shepitko,,,,https://www.criterion.com/boxsets/75-eclipse-series-11-larisa-shepitko
,,Eclipse Series 14: Rossellini’s History Films—Renaissance and Enlightenment,,,,https://www.criterion.com/boxsets/582-eclipse-series-14-rossellini-s-history-films-renaissance-and-enlightenment
239,,The Lower Depths,,,,https://www.criterion.com/boxsets/487-the-lower-depths
1142,,Martin Scorsese’s World Cinema Project No. 4,,,,https://www.criterion.com/boxsets/6183-martin-scorsese-s-world-cinema-project-no-4
,,Eclipse Series 42: Silent Ozu—Three Crime Dramas,,,,https://www.criterion.com/boxsets/1104-eclipse-series-42-silent-ozu-three-crime-dramas
471,,"Pigs, Pimps & Prostitutes: 3 Films by Shohei Imamura",,,,https://www.criterion.com/boxsets/613-pigs-pimps-prostitutes-3-films-by-shohei-imamura
,,Essential Fellini,,,,https://www.criterion.com/boxsets/3626-essential-fellini
930,,Dietrich & von Sternberg in Hollywood,,,,https://www.criterion.com/boxsets/1329-dietrich-von-sternberg-in-hollywood
,,André Gregory & Wallace Shawn: 3 Films,,,,https://www.criterion.com/boxsets/1110-andre-gregory-wallace-shawn-3-films
1168,,Lars von Trier’s Europe Trilogy,,,,https://www.criterion.com/boxsets/6344-lars-von-trier-s-europe-trilogy
603,,David Lean Directs Noël Coward,,,,https://www.criterion.com/boxsets/861-david-lean-directs-noel-coward
,,Eclipse Series 34: Jean Grémillon During the Occupation,,,,https://www.criterion.com/boxsets/897-eclipse-series-34-jean-gremillon-during-the-occupation
,,Eclipse Series 46: Ingrid Bergman’s Swedish Years,,,,https://www.criterion.com/boxsets/1315-eclipse-series-46-ingrid-bergman-s-swedish-years
,,Eclipse Series 22: Presenting Sacha Guitry,,,,https://www.criterion.com/boxsets/736-eclipse-series-22-presenting-sacha-guitry
,,Eclipse Series 40: Late Ray,,,,https://www.criterion.com/boxsets/1027-eclipse-series-40-late-ray
,,Eclipse Series 31: Three Popular Films by Jean-Pierre Gorin,,,,https://www.criterion.com/boxsets/855-eclipse-series-31-three-popular-films-by-jean-pierre-gorin
,,Eclipse Series 15: Travels with Hiroshi Shimizu,,,,https://www.criterion.com/boxsets/601-eclipse-series-15-travels-with-hiroshi-shimizu
,,Yojimbo/Sanjuro,,,,https://www.criterion.com/boxsets/590-yojimbo-sanjuro
185,,The Adventures of Antoine Doinel,,,,https://www.criterion.com/boxsets/346-the-adventures-of-antoine-doinel
,,Melvin Van Peebles: Essential Films,,,,https://www.criterion.com/boxsets/4787-melvin-van-peebles-essential-films
,,Pasolini 101,,,,https://www.criterion.com/boxsets/6588-pasolini-101
,,Eclipse Series 26: Silent Naruse,,,,https://www.criterion.com/boxsets/789-eclipse-series-26-silent-naruse
524,,The Only Son/There Was a Father: Two Films by Yasujiro Ozu,,,,https://www.criterion.com/boxsets/730-the-only-son-there-was-a-father-two-films-by-yasujiro-ozu
,,Eclipse Series 32: Pearls of the Czech New Wave,,,,https://www.criterion.com/boxsets/870-eclipse-series-32-pearls-of-the-czech-new-wave
679,,Zatoichi: The Blind Swordsman,,,,https://www.criterion.com/boxsets/1012-zatoichi-the-blind-swordsman
,,Eclipse Series 23: The First Films of Akira Kurosawa,,,,https://www.criterion.com/boxsets/743-eclipse-series-23-the-first-films-of-akira-kurosawa
,,Three Fantastic Journeys by Karel Zeman,,,,https://www.criterion.com/boxsets/2880-three-fantastic-journeys-by-karel-zeman
,,Olivier’s Shakespeare,,,,https://www.criterion.com/boxsets/577-olivier-s-shakespeare
1162,,Three Films by Mai Zetterling,,,,https://www.criterion.com/boxsets/6324-three-films-by-mai-zetterling
,,AK 100: 25 Films by Akira Kurosawa,,,,https://www.criterion.com/boxsets/678-ak-100-25-films-by-akira-kurosawa
1036,,Bruce Lee: His Greatest Hits,,,,https://www.criterion.com/boxsets/3205-bruce-lee-his-greatest-hits
1197,,Jackie Chan: Emergence of a Superstar,,,,https://www.criterion.com/boxsets/6970-jackie-chan-emergence-of-a-superstar
392,,Three Films by Hiroshi Teshigahara,,,,https://www.criterion.com/boxsets/458-three-films-by-hiroshi-teshigahara
,,Eclipse Series 7: Postwar Kurosawa,,,,https://www.criterion.com/boxsets/512-eclipse-series-7-postwar-kurosawa
,,Eclipse Series 8: Lubitsch Musicals,,,,https://www.criterion.com/boxsets/517-eclipse-series-8-lubitsch-musicals
1044,,Martin Scorsese’s World Cinema Project No. 3,,,,https://www.criterion.com/boxsets/3506-martin-scorsese-s-world-cinema-project-no-3
176,,The Killers,,,,https://www.criterion.com/boxsets/334-the-killers
813,,Wim Wenders: The Road Trilogy,,,,https://www.criterion.com/boxsets/1186-wim-wenders-the-road-trilogy
250,,John Cassavetes: Five Films,,,,https://www.criterion.com/boxsets/558-john-cassavetes-five-films
241,,Stage and Spectacle: Three Films by Jean Renoir,,,,https://www.criterion.com/boxsets/540-stage-and-spectacle-three-films-by-jean-renoir
,,Eclipse Series 4: Raymond Bernard,,,,https://www.criterion.com/boxsets/494-eclipse-series-4-raymond-bernard
,,The Complete Films of Agnès Varda,,,,https://www.criterion.com/boxsets/3432-the-complete-films-of-agnes-varda
184,,"By Brakhage: An Anthology, Volume One",Stan Brakhage,"United States,",,https://www.criterion.com/films/731-by-brakhage-an-anthology-volume-one
,,Essential Art House: 50 Years of Janus Films,,,,https://www.criterion.com/boxsets/305-essential-art-house-50-years-of-janus-films
,,Eclipse Series 38: Masaki Kobayashi Against the System,,,,https://www.criterion.com/boxsets/952-eclipse-series-38-masaki-kobayashi-against-the-system
587,,Three Colors,,,,https://www.criterion.com/boxsets/844-three-colors
86,,Eisenstein: The Sound Years,,,,https://www.criterion.com/boxsets/204-eisenstein-the-sound-years
