file,synopsis,genres,amazon_rating,global_ratings,error,imdb-rating-badge,runtime-badge,release-year-badge,rating-badge,link,x-ray-badge,uhd-badge,hdr-badge
1280_Aa_Ammayi_Gurinchi_Meeku_Cheppali.html,"Naveen is a filmmaker who has delivered double-hattrick blockbusters. He thinks to attempt a different film and unites with his friend Venkata Ramana. He comes across a video of Alekhya an ophthalmologist. Impressed by her charm and performance, he thinks to cast her as his film heroine. But she and her family hate films. Desperate Naveen keeps trying to convince her.","International,Drama,Romance",Rated 4 out of 5 stars by 39 Amazon customers.,39,1,IMDb 6.4,2 h 19 min,2022,13+,/gp/video/detail/B0B8TP6ZS2/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1281_Jayamma_Panchayathi.html,"Jayamma deals with issues in her village apart from performing her duties as a protective homemaker who cares for her family's well-being. When her family status turns upside down, will the town help her?","Comedy,Drama",Rated 4.6 out of 5 stars by 35 Amazon customers.,35,1,IMDb 6.2,2 h 2 min,2022,13+,/gp/video/detail/B0B4WBRCKM/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1284_Escape_from_Pretoria.html,"Based on the real life prison break of two political captives, Escape from Pretoria is a race against time thriller set in the tumultuous apartheid days of South Africa.",Suspense,Rated 4.3 out of 5 stars by 2057 Amazon customers.,"2,057",1,IMDb 6.8,1 h 46 min,2020,PG-13,/gp/video/detail/B0B7822SZH/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1286_Blondi.html,"Blondi and Mirko are best friends. They love living together, they listen to the same music, they watch the same movies, they like to smoke joints, go to concerts, they have the same friends, everything is perfect between them... but, although they seem almost the same age, Blondi is Mirko's mom.","Comedy,Drama",Rated 1 out of 5 stars by 1 Amazon customers.,1,1,IMDb 6.8,1 h 27 min,2023,16+,/gp/video/detail/B0B8SHY1VZ/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1289_Legacy_of_Lies.html,"In this pulse-pounding spy thriller, Scott Adkins (The Expandables 2) stars as an ex-MI6 agent who gets dragged back into the world of espionage by a beautiful journalist.","Suspense,Action",Rated 4.2 out of 5 stars by 187 Amazon customers.,187,1,IMDb 5.1,1 h 41 min,2020,R,/gp/video/detail/B0C54HZ3Y2/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
128_Steps.html,"Years after a life-altering robbery, a home health aide finds himself assigned to the now-paralyzed gang member who shot him long ago. Face-to-face again, both men must take steps towards recovery, redemption, forgiveness, and love.",Drama,Rated 4.6 out of 5 stars by 136 Amazon customers.,136,1,IMDb 7.5,1 h 58 min,2021,16+,/gp/video/detail/B08ZS3PQGD/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1292_Godday_Godday_Chaa.html,"Watch Rani and Nikko, fight the age-old patriarchal traditions and make way for all the women to attend wedding processions! Will this sister duo succeed in bringing about the change?","Comedy,Drama",Rated 5 out of 5 stars by 11 Amazon customers.,11,1,IMDb 7.1,2 h 9 min,2023,13+,/gp/video/detail/B0BZWZHYLB/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1295_The_Honeymoon.html,"When Kat gets dumped the night before her wedding, her two best friends Noks and Lu rally together to make good use of her honeymoon in Zanzibar - but will their friendship survive a wild time in paradise?","Adventure,Comedy",Rated 3.3 out of 5 stars by 3 Amazon customers.,3,1,IMDb 4.3,1 h 46 min,2023,16+,/gp/video/detail/B0BZMDQ8GM/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1297_Black_Balsam.html,A deceased woman's son becomes vengeful about being uprooted from his home after a couple buys it.,Suspense,Rated 3.6 out of 5 stars by 54 Amazon customers.,54,1,IMDb 5.2,1 h 17 min,2023,13+,/gp/video/detail/B0B6PLGMHT/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1299_Mystery_in_St_Tropez.html,Billionaire Claude Tranchant and his wife invite the top of show business to their villa. Persuaded to be the victim of an attempted murder Tranchant calls on his friend Chirac to benefit from the services of the best cop in Paris.,"Comedy,Suspense",Rated 3.8 out of 5 stars by 4 Amazon customers.,4,1,IMDb 4.9,1 h 29 min,2021,16+,/gp/video/detail/B0B74MH8KH/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1302_Enthadaa_Saji.html,Sajimol's life changes when she meets Saint Roch. Everything changes for good including her love life and surroundings until the Saint Roch's Statue disappears from the Church.,"Drama,Comedy,Fantasy",Rated 3.2 out of 5 stars by 9 Amazon customers.,9,1,IMDb 4.2,2 h 1 min,2023,13+,/gp/video/detail/B0BYTFMW3C/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1306_Remember_Yesterday.html,"When Jenny's childhood sweetheart comes to town, old jealousies are forgiven and Jenny gets 2 second chances","Comedy,Romance",Rated 2.4 out of 5 stars by 4 Amazon customers.,4,1,IMDb 4.2,1 h 16 min,2023,7+,/gp/video/detail/B0B6H8QR45/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1308_KKN_di_Desa_Penari_Luwih_Dowo_Luwih_Medeni.html,"Assigned for a Community Service Program in a remote village, six college attendees find that the said village holds a mystery that might put their lives in a haunted jeopardy; whose form is a mesmerizingly stunning local dancer",Horror,Rated 2 out of 5 stars by 1 Amazon customers.,1,1,IMDb 5.7,2 h 55 min,2022,NC-17,/gp/video/detail/B0B8NXT86H/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1309_Mendarat_Darurat.html,"Glen was surprised when he accidentally cheated on death, with infidelity. Now the real problem is: How will he explain his luck to Maya, his wife? Or will Maya turn to be the end of Glen's life","Comedy,Romance",Rated 5 out of 5 stars by 2 Amazon customers.,2,1,IMDb 6.1,1 h 53 min,2022,PG-13,/gp/video/detail/B0B8L98SKH/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1314_Battle_On_Buka_Street.html,The plot revolves around the battle between two women who confront each other in a food challenge in order to win the prestigious 'King of Buka Street' which is a title conferred to the best local food seller in the region.,Comedy,Rated 4.9 out of 5 stars by 25 Amazon customers.,25,1,IMDb 5.3,2 h 22 min,2022,16+,/gp/video/detail/B0BX2CDTHN/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1315_Locked_in.html,Loris and Flavia are forced to live together for two long months. An impossible love story will be born and the national lockdown will oblige them to face it.,Drama,,,1,IMDb 4.6,1 h 47 min,2021,16+,/gp/video/detail/B09Q147VYW/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1317_Ennalum_Nteliyaa.html,"Ennalum Nteliyaa tells the story about two immigrant families who square up because of some misunderstandings about the romantic relationship between Vivek, Lakshmi's nephew and Ismi, Kareem and Sulu's daughter.","Comedy,International",Rated 3.8 out of 5 stars by 31 Amazon customers.,31,1,IMDb 5.5,1 h 51 min,2023,13+,/gp/video/detail/B0B8JDB4PS/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1319_The_Trade.html,"The story of a notoriously cunning kidnapper known only by name, who has ravaged the southern part of Nigeria for over a decade , undertakes a job that brings the law closer than ever before. Inspired by true events.","International,Drama",Rated 4.5 out of 5 stars by 10 Amazon customers.,10,1,IMDb 6.5,2 h 8 min,2023,16+,/gp/video/detail/B0B8P4TNPP/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1321_Brotherhood.html,"After years of fighting to survive on the streets of Lagos, two brothers fall on opposite sides of the law. The bonds of brotherhood are put to the ultimate test as one joins a Taskforce that hunts down the other and his gang.","Drama,Action",Rated 4.8 out of 5 stars by 69 Amazon customers.,69,1,IMDb 5.2,1 h 51 min,2022,16+,/gp/video/detail/B0B8QS6RFM/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1327_Klip_Anker_Baai.html,A young woman comes back to South Africa to run her late father's fishing company and save her community from losing their livelihood.,"Drama,Romance",,,1,,1 h 33 min,2023,13+,/gp/video/detail/B0B8TJXHJK/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1341_Sista.html,A struggling single mother faces her worst nightmare when the father of her children returns accidentally into their lives and completely steals their attention all for himself whilst trying to make amends for past sins.,Drama,Rated 5 out of 5 stars by 66 Amazon customers.,66,1,IMDb 8.8,1 h 34 min,2022,13+,/gp/video/detail/B0BX9NGNFP/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1343_Lizzy_Hoo_Hoo_Cares.html,"Hoo Cares!? is a show from Lizzy Hoo about life, family and following your dreams, but only if they're worth it. With tales about her former office life, her brother's backyard trout-farming dreams, and father-daughter trips to Malaysia with her larger-than-life father Chan. Lizzy's show is an hour of big laughs and good times from a comedian whose profile has exploded in a few short years.","International,Arts, Entertainment, and Culture",Rated 3.8 out of 5 stars by 14 Amazon customers.,14,1,IMDb 6.0,56min,2023,16+,/gp/video/detail/B0B781PXMV/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1354_Friends_till_death.html,"Maria, Nacho and Suso are three friends who have shared many things; perhaps even too many... Now two of them share the secret that the other one is going to die. The problem is how to tell that person ""Or is it better to not know?","Drama,Comedy,Romance",Rated 5 out of 5 stars by 1 Amazon customers.,1,1,IMDb 5.2,1 h 40 min,2023,16+,/gp/video/detail/B0B8TL3PHG/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1359_Randu.html,Randu is a socio-political satire that hilariously portrays how the quite normal life of a village youth namely Vava is disturbed by the acts of some communal groups in the village. The current social atmosphere and political events add to his challenges. Can he make things straight through his wit and innocence?,"Comedy,Drama",Rated 2.5 out of 5 stars by 3 Amazon customers.,3,1,IMDb 5.8,2 h 7 min,2022,13+,/gp/video/detail/B09R6VMLJS/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
135_Spoken.html,A young Christian girl and her friends are vulnerable to demonic attack because of words spoken in their everyday conversations.,"Suspense,Horror",Rated 3.5 out of 5 stars by 74 Amazon customers.,74,1,IMDb 2.2,1 h 35 min,2021,16+,/gp/video/detail/B09DTHMQRS/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1363_Jai_Bhim_Tamil.html,"A pregnant woman from a primitive tribal community, searches desperately for her husband, who is missing from police custody. So as to find her husband and seek justice for them, as their voice, a High Court advocate rises in support. Will their battle for justice succeed?","International,Suspense",Rated 4.8 out of 5 stars by 1117 Amazon customers.,"1,117",1,IMDb 8.8,2 h 44 min,2021,16+,/gp/video/detail/B09KPJHKC5/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,UHD,HDR
1364_KGF_Chapter_2_Telugu.html,"Vijendra Ingalgi, Son of Anand Ingalgi continues the story of KGF and Rocky in Chapter 2. Rocky survives the attack by Vanaram's guards after killing Garuda. He is a hero and a saviour to the people of Narachi. While trying to fulfil his promise to his mother, he must face many obstacles in the form of Adheera, Inayat Khalil and Ramika sen.","Suspense,Drama,Action",Rated 4 out of 5 stars by 148 Amazon customers.,148,1,IMDb 8.3,2 h 45 min,2022,16+,/gp/video/detail/B09ZP6DRG5/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1365_KGF_Chapter_2_Tamil.html,"Vijendra Ingalgi, Son of Anand Ingalgi continues the story of KGF and Rocky in Chapter 2. Rocky survives the attack by Vanaram's guards after killing Garuda. He is a hero and a saviour to the people of Narachi. While trying to fulfil his promise to his mother, he must face many obstacles in the form of Adheera, Inayat Khalil and Ramika sen.","Drama,Action,International",Rated 4 out of 5 stars by 148 Amazon customers.,148,1,,2 h 45 min,2022,16+,/gp/video/detail/B09Q4B3BFG/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1366_Maraikkayar_Arabikkadalin_Singam.html,"The movie is a biopic on the real-life character, Kunjali Marakkar who is till date considered one of the greatest naval chiefs of India. An epic tale, set in the late 15th century and early16th century, the film is  based on the fearless seafarer of the Malabar Coast, Kunjali Marakkar.","International,Action",Rated 3.5 out of 5 stars by 7 Amazon customers.,7,1,IMDb 5.9,3h,2021,18+,/gp/video/detail/B09NL851YV/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,UHD,
1367_Marakkar_Arabikkadalinte_Simham.html,"The movie is a biopic on the real-life character, Kunjali Marakkar who is till date considered one of the greatest naval chiefs of India. An epic tale, set in the late 15th century and early16th century, the film is  based on the fearless seafarer of the Malabar Coast, Kunjali Marakkar.","International,Action",Rated 2.8 out of 5 stars by 79 Amazon customers.,79,1,IMDb 5.9,3h,2021,18+,/gp/video/detail/B09NL7Q355/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,UHD,
1368_Leona.html,"Ariela, a young artist in Mexico City from a Syrian Jewish family is pressured into finding an appropriate partner. She develops feelings for a non-Jewish man, Ivan. This presents her with a dilemma as she weighs up the relationship against the disapproval of her family and community.",Drama,Rated 3.7 out of 5 stars by 38 Amazon customers.,38,1,IMDb 6.8,1 h 34 min,2020,18+,/gp/video/detail/B0B3RQ6KB7/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1369_Vakeel_Saab.html,"Pallavi (Nivetha Thomas) and her two friends Zareena (Anjali) and (Divya Ananya Nagalla) get implicated in  a crime after escaping molestation. Alcoholic lawyer, Satya Dev (Pawan Kalyan) a.k.a Vakeel Saab, takes up their case and fights for justice. The rest is a high voltage courtroom drama with lawyer Nanda (Prakash Raj) and certain eye-openers with regard to freedom and choice of women.","Suspense,Drama",Rated 3.7 out of 5 stars by 363 Amazon customers.,363,1,IMDb 7.0,2 h 33 min,2021,16+,/gp/video/detail/B093T6X6WG/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,UHD,
136_They_Live_Inside_Us.html,"Consumed with writer's block after the recent loss of his wife, a man takes his daughter to spend Halloween night in a notoriously haunted house, seeking inspiration. He soon realizes he is living in his own horror story.",Horror,Rated 3.2 out of 5 stars by 254 Amazon customers.,254,1,IMDb 3.6,1 h 43 min,2020,18+,/gp/video/detail/B08GY7FXQN/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1370_Narappa.html,"Narappa is forced to flee into the forest with his younger son, Sinappa, after Sinappa murders an upper caste landlord to avenge his older brother's death. And now Narappa must make more sacrifices and navigate a deeply unjust justice system to give his son a chance at future.","Drama,Action",Rated 4.5 out of 5 stars by 218 Amazon customers.,218,1,IMDb 7.8,2 h 33 min,2021,18+,/gp/video/detail/B099GYWH38/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,UHD,
1371_Toofaan.html,"An inspiring story about an orphan boy from the streets of Dongri, who grows up to become a local goon of his area and how his life changes after he meets the young and compassionate Ananya, who guides him towards the right path and makes him realize his true calling i.e boxing. Toofaan is set in Mumbai, It is a true cosmopolitan city and a melting pot for various cultures and religion.","Drama,Sports,Action",Rated 3.3 out of 5 stars by 393 Amazon customers.,393,1,IMDb 6.2,2 h 41 min,2021,13+,/gp/video/detail/B098HM63VV/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,UHD,
1372_Pada.html,"Pada raises the seminal question of land and the displacement of Adivasi (Indigenous) Communities in India. All the governments that have ruled the nation made laws that denied the indigenous people their way of life and often their land, protecting crony capitalist interests. The film revisits an episode of dissent in the 90s which brought up this question.","Suspense,Drama",Rated 4.8 out of 5 stars by 33 Amazon customers.,33,1,IMDb 7.8,2 h 3 min,2022,13+,/gp/video/detail/B09PTDH3ZH/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1373_Bunty_Aur_Babli_2.html,Bunty and Babli are forced out of retirement after a spate of con-jobs with their trademark sigil start appearing across India.,"International,Comedy",Rated 2 out of 5 stars by 76 Amazon customers.,76,1,IMDb 4.1,2 h 18 min,2021,16+,/gp/video/detail/B09MW9TCMZ/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,UHD,
1375_The_Perfect_Arrangement.html,"Tade, a free-spirited scion of a respected political family, is living her best life and without a care in the world. However, things get complicated when she develops feelings for Chidi, a fast-rising politician who also happens to be her EX and Cheta, her best friend. As if that wasn't bad enough, Chidi and Cheta are brothers.","Drama,Romance",Rated 3.9 out of 5 stars by 20 Amazon customers.,20,1,IMDb 6.4,1 h 52 min,2022,16+,/gp/video/detail/B09TFYQY5L/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1377_Jack_N_Jill.html,"Young scientist Kesh along with his invention Kuttaps, a humanoid robot sets out to complete his dad's invention, Jack and Jill. With the help of his friends, he sets up a lab in a forest and finds a subject Parvathy to test on. But, as the test progress, Parvathy starts landing them in deeper troubles and the success of the invention is at risk.","Suspense,Comedy,Science Fiction",Rated 1.3 out of 5 stars by 15 Amazon customers.,15,1,IMDb 1.5,2 h 4 min,2022,16+,/gp/video/detail/B0B2Q5XPHS/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1379_JHIMMA.html,"7 women from different age groups and different socio-cultural backgrounds come together on a vacation with a tour company to ENGLAND. During the course of this trip these women unfold their journey. This trip turns into an opportunity to mend fences, heal wounds, fall in love with themselves, combat their worst fears and celebrate life.","Comedy,Drama",Rated 4.6 out of 5 stars by 24 Amazon customers.,24,1,IMDb 7.5,2 h 8 min,2021,13+,/gp/video/detail/B09Q6KKXPF/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1380_Ucha_Pind.html,"Ucha Pind is a tale that revolves around many thugs trying to outsmart each other, with Zaildar being the most powerful of all, who has a stronghold in the region. The story proceeds with a young man named Azaad and his uncle, who upon entering the region creates havoc for all. Many Pivotal characters add even more suspense to this action thriller.","Suspense,Drama,Action",,,1,IMDb 7.4,2 h 13 min,2021,13+,/gp/video/detail/B09PZCXYL2/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1381_Saunkan_Saunkne.html,"Nirmal and Naseeb are happily married couple. Even after 8 years of marriage they don't have child. On suggestion of her mother-in-law, Naseeb persuades Nirmal to have a second marriage with her younger sister Kirna. Sharing her husband proves to be a difficult task for Naseeb. And this begins the squabbles between the two wives which lead to comic situation.","Comedy,Drama,International",Rated 3.3 out of 5 stars by 15 Amazon customers.,15,1,IMDb 6.1,2 h 30 min,2022,13+,/gp/video/detail/B0B2X4BNR4/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1382_Death_to_summer.html,"Dante spends his days hanging out at the factory, or with his skateboard or around corpses, but what he really cares about is his death metal band that he has with his friends. His comatose brother's girlfriend Lucy comes to visit. Her presence causes chaos, confusion and hope.",Drama,Rated 5 out of 5 stars by 1 Amazon customers.,1,1,IMDb 6.0,1 h 17 min,2021,PG-13,/gp/video/detail/B09W37K45Q/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1383_Superstar.html,"A romantic drama about the rise to stardom of Queen, an up-and-coming actress, as she navigates life and love in 21st century Nollywood. She must find the balance between artistry and stardom, whilst surviving the demons of her past. Everyone wants to be a superstar, but not everyone can pay the price.","Drama,Romance",Rated 4.9 out of 5 stars by 30 Amazon customers.,30,1,IMDb 5.7,1 h 52 min,2021,18+,/gp/video/detail/B09R6W1SDV/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1384_The_Trip.html,"Gautham (Gautham Raj) is a young man who is addicted to drugs to a point of no coming back. When his mother (Aamani) discovers his condition, she tries to get him out of it but in vain. Meanwhile Gautham is off to the jungles of Orissa to try something that would give him the best high in the world but something scary awaits him in the same forest.","Drama,International",Rated 4.3 out of 5 stars by 20 Amazon customers.,20,1,IMDb 7.9,1 h 31 min,2021,16+,/gp/video/detail/B09J1NGW6H/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1385_Crazy_Grannies.html,This comedy/drama movie follows the hilarious adventures of three grandmas who decide to take a much-needed all-girls trip to a resort where they have the adventures of their lives.,"Drama,Comedy",Rated 2.8 out of 5 stars by 9 Amazon customers.,9,1,IMDb 4.4,1 h 51 min,2021,13+,/gp/video/detail/B09SDPVXZC/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1387_The_Beauty_and_the_Moody.html,"Meet Cheo Martinez, the neighbor you do not want to have and whose time has come when his neighbors, tired of putting up with him, hire Carolina Rico, a beautiful and audacious escort, to make him fall in love and get him out of the building. ?What will happen when Cheo falls into the tricks of love and Carolina's dark past reaches her? Now, we will meet their real neighbor, a Moody with heart.",Comedy,Rated 5 out of 5 stars by 7 Amazon customers.,7,1,IMDb 5.8,1 h 33 min,2022,PG-13,/gp/video/detail/B09DP6JF41/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1388_TQM.html,One of the most prestigious psychiatrists in Mexico decides to put her three children to the test to determine how to divide their inheritance. Everything gets complicated when one of her patients decides not to collaborate with them.,"Suspense,Drama",Rated 2.3 out of 5 stars by 10 Amazon customers.,10,1,IMDb 4.0,1 h 19 min,2022,PG-13,/gp/video/detail/B09K9QLN36/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1389_Neyyattinkara_Gopante_Aaraattu.html,"Aaraattu is set in a fictional village called Muthalakotta. The rustic serenity of the place is rattled by the arrival of Neyyattinkara Gopan, who is a rare mix of bravado and comic extravagance. The very purpose of his coming to the village undermines what the people there stand for. But their resistance withers layer by layer as Gopan weaves his spell on them.","Comedy,Drama",Rated 1.8 out of 5 stars by 55 Amazon customers.,55,1,IMDb 3.9,2 h 45 min,2022,16+,/gp/video/detail/B09R4G7SHD/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1394_Kayamai_Kadakka.html,"Two men, who know each other only through Facebook, share two things in common: their name and their opinion towards injustice to crimes against women. Their lives take a deadly turn when they both meet in person for the first time.","Suspense,Drama",Rated 4.4 out of 5 stars by 11 Amazon customers.,11,1,IMDb 6.4,1 h 44 min,2021,13+,/gp/video/detail/B09RQG8GWN/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1397_One_Bad_Turn.html,"When a once loving and adorable wife decides to go a different route in what would be considered a perfect marriage.the consequences of her actions will leave behind a trail of lust,pain,betrayal and an emptiness beyond any imagination.","Horror,Drama",Rated 4.6 out of 5 stars by 21 Amazon customers.,21,1,IMDb 3.2,1 h 25 min,2021,16+,/gp/video/detail/B09HYVGSQ2/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1401_Mahaan_Tamil__UHD.html,"Mahaan' follows the turbulent journey of a middle-aged simple man, who later becomes a pride billionaire, followed by unexpected haywire challenges he starts to face soon after.","Suspense,Action",Rated 3.6 out of 5 stars by 83 Amazon customers.,83,1,IMDb 7.6,2 h 42 min,2022,13+,/gp/video/detail/B09PXK69VM/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,UHD,
1403_At_dawn_I_shall_lose.html,"Andrea Gregoretti is a fifty-year-old director-screenwriter who has been trying for years to shoot his new film but without success. One day, a school memory inspires in Gregoretti the enthusiasm for a new project, destined to become, perhaps, a film: narrating the exploits of heroes of defeat. Crazy and hilarious stories will emerge, for a new vision of winning and failing.","Comedy,Kids",Rated 4 out of 5 stars by 1 Amazon customers.,1,1,IMDb 6.7,1 h 22 min,2021,16+,/gp/video/detail/B09KL264DN/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1405_Ponniyin_Selvan_Part_1.html,"968 AD, The Chola Empire- A period of conspiracies, mysteries, political turmoil and impending war as Pandiya rebels take an oath to spill royal blood and Chola chieftains plan a mutiny. Will the next king be the wild prince Aditya Karikalan, the hermit prince Arunmozhi Varman, their estranged uncle Madhuranthakan or the Pandiya rebel Amarabujanga?","Historical,Drama",Rated 4 out of 5 stars by 140 Amazon customers.,140,1,IMDb 7.6,2 h 46 min,2022,13+,/gp/video/detail/B0B75B57QK/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1406_The_Ravine.html,"A family is torn apart after a loving father and husband commits a series of heinous crimes and the reasoning behind it has gone to the grave with the accused. Inspired by true events, witness a story of faith, forgiveness, and most of all, the restoration of hope-even for the most seemingly unredeemable among us.","Suspense,Drama",Rated 3.6 out of 5 stars by 1835 Amazon customers.,"1,835",1,IMDb 4.7,2 h 1 min,2022,R,/gp/video/detail/B0B8MQ8GH2/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1407_The_Winter_Palace_4K_UHD.html,"A struggling novelist, Emily, takes a job as the caretaker of a Colorado chalet owned by a wealthy family in Europe who rarely visits. But when a member of the family, the handsome Prince Henry, unexpectedly shows up, Emily's plans go off-track. As Emily and Henry get to know each other, they discover they have more in common than either expected.","Drama,Romance",Rated 4.2 out of 5 stars by 69 Amazon customers.,69,1,IMDb 6.2,1 h 24 min,2022,7+,/gp/video/detail/B0BR4DMS77/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,UHD,
1409_A_Lot_Like_Christmas_4K_UHD.html,"Jessica Roberts owns the most popular Christmas Tree lot in the picturesque New England town of Hudson Springs. But when, Clay Moore, moves a ""Big Box"" store into the area and starts selling trees too, Jessica finds her business in jeopardy. As their competition escalates, Jessica and Clay start falling for each other.","Comedy,Drama,Romance",Rated 3.9 out of 5 stars by 54 Amazon customers.,54,1,IMDb 6.3,1 h 26 min,2021,7+,/gp/video/detail/B0BP1YD4HY/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,UHD,
