imdb,high_matches,avg_score,coverage,title,script_url,filename,char_fname
0112384,0.7804878048780488,89.63414634146342,0.9763246899661782,Apollo 13,https://sfy.ru/?script=apollo13,Apollo-13,Apollo-13_charinfo.txt
0112401,0.875,89.75,0.9623430962343096,Assassin,http://www.awesomefilm.com/script/assassins_final.txt,Assassin,Assassin_charinfo.txt
0112442,0.6756756756756757,84.70270270270271,0.9282970550576184,Bad Boys,https://www.dailyscript.com/scripts/bad_boys.pdf,Bad-Boys,Bad-Boys_charinfo.txt
0112462,0.64,80.24,0.979108635097493,Batman Forever,https://www.dailyscript.com/scripts/batman_forever.html,Batman-Forever,Batman-Forever_charinfo.txt
0112533,0.6896551724137931,84.03448275862068,0.9654605263157896,Manhunt,http://www.awesomefilm.com/script/manhunt.html,Manhun,Manhun_charinfo.txt
0112571,0.7619047619047619,87.28571428571429,0.9956140350877192,Boys on the Side,http://www.awesomefilm.com/script/boysontheside.txt,Boys-on-the-Side,Boys-on-the-Side_charinfo.txt
0112573,0.7586206896551724,87.32758620689656,0.958273381294964,Braveheart,https://imsdb.com/scripts/Braveheart.html,Braveheart,Braveheart_charinfo.txt
0112579,0.6086956521739131,77.04347826086956,0.98224043715847,The Bridges of Madison County,https://sfy.ru/?script=bridges_madison_county,Bridges-of-Madison-County-The,Bridges-of-Madison-County-The_charinfo.txt
0112641,0.8985507246376812,90.71014492753623,0.984641638225256,Casino,https://www.dailyscript.com/scripts/Casino.txt,Casino,Casino_charinfo.txt
0112722,0.7727272727272727,87.36363636363636,0.9787234042553192,Copycat,https://www.dailyscript.com/scripts/copycat.html,Copycat,Copycat_charinfo.txt
0112857,0.717948717948718,82.8974358974359,0.9901207464324918,Devil in a Blue Dress,https://imsdb.com/scripts/Devil-in-a-Blue-Dress.html,Devil-in-a-Blue-Dress,Devil-in-a-Blue-Dress_charinfo.txt
0113161,0.8181818181818182,85.02272727272727,0.9906621392190152,Get Shorty,https://www.dailyscript.com/scripts/Get%2BShorty.txt,Get-Shorty,Get-Shorty_charinfo.txt
0113243,0.7878787878787878,88.93939393939394,0.9502688172043012,Hackers,http://www.awesomefilm.com/script/Hackers.txt,Hacke,Hacke_charinfo.txt
0113253,0.76,83.96,0.9893390191897654,Halloween: The Curse of Michael Myers,https://www.dailyscript.com/scripts/Halloween_6_The_Curse_of_Michael_Myers.html,Halloween-6-The-Curse-of-Michael-Myers-(HALLOWEEN-666-THE-ORIGIN-OF-MICHAEL-MYERS),Halloween-6-The-Curse-of-Michael-Myers-(HALLOWEEN-666-THE-ORIGIN-OF-MICHAEL-MYERS)_charinfo.txt
0113277,0.673469387755102,83.81632653061224,0.976482617586912,Heat,https://imsdb.com/scripts/Heat.html,Heat,Heat_charinfo.txt
0113492,0.7027027027027027,79.8108108108108,0.8137404580152672,Judge Dredd,https://imsdb.com/scripts/Judge-Dredd.html,Judge-Dredd,Judge-Dredd_charinfo.txt
0113540,0.9032258064516128,93.70967741935485,0.9801136363636364,The Karate Kid,http://www.awesomefilm.com/script/Kids.pdf,Kid,Kid_charinfo.txt
0113627,0.6551724137931034,81.55172413793103,0.9783001808318263,Leaving Las Vegas,https://sfy.ru/?script=leaving_las_vegas,Leaving-Las-Vegas,Leaving-Las-Vegas_charinfo.txt
0113677,0.5714285714285714,76.33333333333333,0.998991935483871,Living in Oblivion,https://sfy.ru/?script=living_in_oblivion_1995,Living-in-Oblivion,Living-in-Oblivion_charinfo.txt
0113690,0.7586206896551724,85.37931034482759,0.9825174825174824,Lord of Illusions,https://www.dailyscript.com/scripts/lordofillusions.html,Lord-of-Illusions,Lord-of-Illusions_charinfo.txt
0113820,0.6129032258064516,77.3225806451613,0.9805097451274364,Mighty Morphin Power Rangers,https://imsdb.com/scripts/Mighty-Morphin-Power-Rangers-The-Movie.html,Mighty-Morphin-Power-Rangers-The-Movie,Mighty-Morphin-Power-Rangers-The-Movie_charinfo.txt
0113862,0.3846153846153846,69.42307692307692,0.9821882951653944,Mr. Holland's Opus,https://www.dailyscript.com/scripts/MrHollandsOpus.pdf,Mr-Hollands-Opus,Mr-Hollands-Opus_charinfo.txt
0113972,0.7272727272727273,84.45454545454545,0.9707446808510638,Nick of Time,https://www.dailyscript.com/scripts/Nick-Of-Time-script.html,Nick-of-Time,Nick-of-Time_charinfo.txt
0113987,0.9019607843137256,87.05882352941177,0.9856836077308518,Nixon,https://www.dailyscript.com/scripts/Nixon.txt,Nixon,Nixon_charinfo.txt
0114069,0.6440677966101694,79.10169491525424,0.8471502590673575,Outbreak,https://www.dailyscript.com/scripts/Outbreak.pdf,Outbreak,Outbreak_charinfo.txt
0114084,0.7291666666666666,87.41666666666667,0.9605442176870748,Black Panther: Wakanda Forever,https://www.dailyscript.com/scripts/Panther.txt,Panther,Panther_charinfo.txt
0114369,0.8484848484848485,86.54545454545455,0.9717573221757322,Se7en,https://imsdb.com/scripts/Se7en.html,Se7en,Se7en_charinfo.txt
